borrower_id,age,employment_status,monthly_income,credit_score,loan_amount,interest_rate,loan_tenure_months,days_past_due,number_of_missed_payments,contact_response_rate,prior_collection_attempts,preferred_contact_channel,region,customer_tenure,emi_amount,last_payment_amount,outstanding_balance,repayment_status,recovered
BRW-00912,60,Employed,14776.48,639,349281.86,15.51,48,115,1,0.4,6,Email,Central,92,9811.31,4019.87,104606.39,Defaulted,1
BRW-00913,57,Employed,50014.91,818,487799.85,11.42,6,8,3,0.11,8,Phone,East,90,84029.31,34424.64,406324.43,Late,1
BRW-00914,56,Employed,40650.28,310,309837.81,13.82,12,29,11,0.29,7,SMS,Central,108,27793.21,11296.67,119343.37,Late,0
BRW-00915,44,Self-Employed,32422.49,823,93968.54,12.22,48,10,2,0.24,10,Email,Central,68,2484.71,799.93,36431.39,Late,1
BRW-00916,51,Employed,33862.7,432,497932.39,13.28,12,6,11,0.52,10,Phone,Central,43,44539.4,41915.31,251295.16,Late,1
BRW-00917,26,Self-Employed,41781.94,447,268878.55,7.84,6,62,12,0.44,2,WhatsApp,South,20,45843.38,15554.15,93356.17,Late,1
BRW-00918,22,Retired,8000.0,378,421628.92,8.18,12,201,10,0.06,3,SMS,Central,72,36711.94,12688.23,348429.76,Defaulted,0
BRW-00919,40,Employed,34480.66,645,83187.11,18.73,24,67,5,0.46,7,Phone,East,2,4182.44,235.37,32404.73,Late,0
BRW-00920,48,Employed,31862.78,548,336387.15,18.75,24,242,10,0.36,4,SMS,West,114,16915.98,19596.04,216485.0,Defaulted,0
BRW-00921,31,Employed,52991.75,841,457182.67,12.95,6,34,4,0.24,4,SMS,South,114,79100.88,84127.95,231299.34,Late,1
BRW-00922,24,Self-Employed,32917.1,323,270688.73,22.11,12,135,0,0.44,7,SMS,East,27,25349.28,8897.89,97074.72,Defaulted,0
BRW-00923,35,Self-Employed,41773.29,770,151443.43,11.89,12,13,1,0.38,7,Phone,North,34,13447.77,8403.82,51305.9,Late,0
BRW-00924,26,Employed,68134.15,500,72436.7,14.03,6,7,12,0.21,5,SMS,East,55,12571.6,7282.65,39963.67,Late,1
BRW-00925,50,Self-Employed,59915.27,430,155012.89,19.57,48,72,6,0.34,8,Phone,West,36,4681.66,492.72,44916.65,Late,0
BRW-00926,58,Unemployed,58534.07,655,183893.26,19.77,36,27,8,0.46,3,SMS,South,85,6812.6,4342.6,75593.84,Late,1
BRW-00927,22,Employed,37501.91,449,357878.0,21.71,48,22,0,0.18,9,WhatsApp,West,72,11219.06,1525.7,48471.34,Late,1
BRW-00928,35,Employed,53145.48,825,97524.49,7.98,60,66,3,0.17,0,Phone,North,87,1976.51,1029.58,79118.94,Late,1
BRW-00929,31,Unemployed,41491.53,603,61991.38,10.53,36,24,10,0.23,9,WhatsApp,North,107,2015.75,212.39,8633.93,Late,1
BRW-00930,28,Self-Employed,42058.6,840,199600.38,18.07,12,50,2,0.19,1,Email,North,72,18306.01,12936.85,176655.39,Late,0
BRW-00931,46,Unemployed,51145.28,349,234740.27,13.08,36,21,11,0.33,0,WhatsApp,East,69,7918.38,465.69,33484.25,Late,0
BRW-00932,65,Self-Employed,36045.1,763,317908.68,8.22,36,91,11,0.31,3,WhatsApp,East,104,9994.4,7536.92,274468.45,Defaulted,1
BRW-00933,64,Unemployed,67395.05,539,356690.34,17.18,12,22,10,0.17,8,SMS,Central,65,32562.33,27634.42,242459.28,Late,1
BRW-00934,25,Employed,42598.05,781,445746.08,13.99,24,45,12,0.09,10,Phone,North,85,21399.45,14659.39,247547.24,Late,0
BRW-00935,26,Self-Employed,54275.41,754,151587.25,13.51,36,1,4,0.3,5,Phone,West,44,5144.89,2898.57,34934.57,Late,0
BRW-00936,46,Retired,66834.01,582,269017.83,11.86,6,93,4,0.29,5,Phone,North,43,46399.98,3384.94,89072.64,Defaulted,0
BRW-00937,24,Self-Employed,60474.81,634,189359.95,7.6,48,57,12,0.49,5,SMS,South,74,4587.36,62.5,136551.74,Late,1
BRW-00938,39,Employed,23866.21,651,10696.62,10.51,12,12,11,0.06,0,Email,East,66,942.94,387.47,6000.11,Late,0
BRW-00939,40,Employed,51673.44,626,293921.59,15.32,12,14,9,0.24,0,WhatsApp,North,21,26573.27,24593.64,165451.83,Late,0
BRW-00940,53,Employed,57760.79,635,409740.08,12.05,36,18,9,0.04,2,WhatsApp,Central,61,13619.02,10578.35,90106.21,Late,1
BRW-00941,40,Employed,58377.95,380,27855.35,21.93,24,51,10,0.05,4,SMS,North,13,1444.12,217.1,14696.15,Late,0
BRW-00942,32,Employed,28300.58,386,11710.96,9.86,24,47,1,0.37,1,SMS,Central,108,539.64,445.49,7392.49,Late,1
BRW-00943,21,Self-Employed,35144.47,557,366631.02,21.94,48,19,4,0.31,10,Email,East,114,11539.17,7960.86,77020.29,Late,1
BRW-00944,46,Self-Employed,59918.37,484,345091.27,14.18,48,70,3,0.16,0,WhatsApp,East,118,9461.32,1892.91,337120.2,Late,1
BRW-00945,34,Employed,33573.59,422,208867.53,12.05,24,130,12,0.2,8,Email,Central,28,9837.0,8915.88,176920.23,Defaulted,0
BRW-00946,58,Self-Employed,40504.56,395,334186.39,12.52,60,2,0,0.23,10,Email,South,30,7521.9,7494.56,128901.89,Late,0
BRW-00947,57,Employed,68638.14,814,477159.18,12.95,24,32,11,0.07,0,SMS,East,82,22673.81,6327.56,289658.64,Late,0
BRW-00948,31,Employed,44283.01,742,131452.77,15.86,24,53,0,0.17,10,Email,Central,106,6427.55,4904.63,79275.03,Late,1
BRW-00949,56,Employed,34098.39,813,130504.03,13.34,36,52,0,0.16,10,WhatsApp,East,2,4418.6,2004.98,25574.71,Late,0
BRW-00950,33,Self-Employed,31835.74,670,101253.78,18.18,6,1,7,0.46,10,Email,North,58,17781.67,1247.44,50056.37,Late,1
BRW-00951,63,Employed,49990.79,604,364753.51,14.52,48,14,2,0.35,3,WhatsApp,West,83,10062.83,10401.18,104679.19,Late,0
BRW-00952,23,Employed,25002.78,656,183062.73,18.58,60,3,8,0.35,8,Email,South,21,4706.54,4635.44,73206.37,Late,1
BRW-00953,53,Employed,41289.96,447,494459.64,17.47,60,50,9,0.18,9,SMS,West,90,12413.9,4736.29,469480.8,Late,1
BRW-00954,26,Unemployed,49998.46,584,360177.96,11.53,12,61,1,0.22,1,WhatsApp,South,46,31922.24,20360.2,214734.91,Late,0
BRW-00955,30,Employed,64487.25,561,190014.67,20.91,24,10,8,0.19,9,WhatsApp,North,89,9755.63,5998.19,30442.94,Late,0
BRW-00956,25,Self-Employed,55013.22,790,83101.16,20.68,24,24,10,0.06,2,Email,Central,83,4257.16,906.57,58591.01,Late,0
BRW-00957,43,Self-Employed,34289.02,330,300092.16,23.82,6,23,8,0.17,3,WhatsApp,Central,25,53547.08,9360.49,299724.84,Late,0
BRW-00958,30,Unemployed,62676.29,567,154502.59,10.39,24,102,3,0.5,1,SMS,Central,105,7157.35,7251.26,38768.8,Defaulted,1
BRW-00959,64,Retired,40507.27,311,453699.45,21.49,48,12,3,0.29,1,Email,North,57,14168.97,14747.49,324226.27,Late,0
BRW-00960,22,Employed,26464.45,490,226288.16,21.89,60,47,3,0.16,5,Email,West,20,6235.69,5426.4,190496.82,Late,0
BRW-00961,33,Employed,42419.38,699,153398.48,18.1,24,91,11,0.36,10,Phone,East,6,7665.7,669.36,131869.88,Defaulted,1
BRW-00962,60,Unemployed,66572.54,836,298390.39,15.86,6,105,0,0.58,10,Phone,Central,18,52057.41,56793.1,219846.46,Defaulted,1
BRW-00963,22,Employed,47478.6,390,77117.51,23.29,36,65,4,0.45,9,WhatsApp,East,49,2996.87,3527.03,70861.75,Late,0
BRW-00964,40,Self-Employed,45187.83,800,285159.05,23.55,48,21,12,0.17,4,SMS,West,82,9225.91,8586.89,36751.46,Late,1
BRW-00965,21,Self-Employed,69558.17,600,37494.62,18.09,36,103,5,0.21,10,Phone,East,20,1357.21,575.59,5914.84,Defaulted,0
BRW-00966,57,Self-Employed,23529.68,410,307375.45,13.43,12,80,3,0.35,4,Phone,East,103,27515.99,13398.35,67956.39,Late,0
BRW-00967,29,Retired,25716.01,379,269780.28,20.98,6,72,7,0.45,8,Phone,East,34,47754.5,49834.88,37494.65,Late,0
BRW-00968,37,Retired,20762.3,732,265175.33,8.97,12,4,2,0.19,6,SMS,North,10,23186.29,7795.77,55144.02,Late,1
BRW-00969,29,Self-Employed,50589.72,716,345240.55,12.29,12,2,10,0.06,10,Email,West,33,30721.06,5229.62,288364.1,Late,0
BRW-00970,31,Employed,47497.4,513,31783.74,23.76,60,70,8,0.25,8,SMS,East,115,909.93,898.43,28821.87,Late,0
BRW-00971,35,Unemployed,68141.05,746,235268.42,20.94,12,171,12,0.27,0,Phone,Central,55,21899.96,5080.77,94668.58,Defaulted,1
BRW-00972,44,Employed,48652.13,317,227578.94,23.0,12,88,6,0.11,1,SMS,Central,19,21409.79,23310.12,218809.36,Late,0
BRW-00973,58,Employed,38937.64,353,235293.4,17.31,6,106,7,0.43,4,WhatsApp,West,66,41219.09,29464.17,112140.17,Defaulted,0
BRW-00974,55,Unemployed,45026.92,539,490146.58,14.23,36,47,6,0.17,9,SMS,North,47,16806.85,11200.82,124880.42,Late,1
BRW-00975,50,Employed,46765.61,717,78246.45,23.66,24,21,8,0.27,6,WhatsApp,East,49,4123.71,3838.76,55803.15,Late,0
BRW-00976,51,Employed,19923.58,785,348310.58,12.61,12,67,1,0.28,7,SMS,North,67,31046.46,613.43,166591.37,Late,1
BRW-00977,25,Employed,85654.97,743,206978.11,20.0,60,74,3,0.19,6,WhatsApp,West,30,5483.65,4695.36,24318.01,Late,0
BRW-00978,64,Unemployed,52798.07,422,260746.0,16.71,24,67,1,0.53,8,Email,South,103,12855.57,9232.78,252850.69,Late,1
BRW-00979,34,Self-Employed,48150.12,719,383573.01,11.27,60,173,7,0.39,10,Email,Central,83,8391.55,5274.4,244761.28,Defaulted,0
BRW-00980,31,Self-Employed,54227.46,515,87113.97,7.79,24,27,1,0.12,2,Phone,East,85,3931.59,1025.32,56798.21,Late,1
BRW-00981,29,Employed,55641.16,719,384156.75,13.83,12,2,7,0.22,10,WhatsApp,East,59,34461.61,34300.38,378168.27,Late,1
BRW-00982,54,Unemployed,42891.7,850,44462.08,16.54,48,142,5,0.15,4,Email,West,118,1272.4,382.71,37799.62,Defaulted,1
BRW-00983,32,Unemployed,35531.38,527,246821.66,10.52,24,10,6,0.15,5,WhatsApp,West,108,11448.9,6728.83,105244.45,Late,0
BRW-00984,55,Employed,53991.76,536,373614.72,14.34,48,71,10,0.32,9,Phone,North,78,10273.41,1948.83,51426.08,Late,0
BRW-00985,55,Employed,50785.66,629,104350.21,17.65,36,122,12,0.34,6,Email,Central,31,3754.21,4386.62,31319.95,Defaulted,1
BRW-00986,21,Employed,32851.65,768,387748.67,19.3,24,22,5,0.27,6,Phone,North,21,19602.44,4575.98,161448.85,Late,0
BRW-00987,60,Retired,66285.53,786,91738.13,8.37,6,105,11,0.37,3,WhatsApp,West,17,15665.11,15099.01,88456.48,Defaulted,1
BRW-00988,42,Self-Employed,49400.28,848,401626.99,18.46,60,24,8,0.26,0,SMS,Central,53,10299.45,3251.49,361385.13,Late,1
BRW-00989,49,Retired,55947.29,714,239778.43,8.44,36,94,3,0.35,7,Phone,West,51,7562.55,2323.61,28623.64,Defaulted,0
BRW-00990,28,Employed,65878.81,518,345472.78,7.97,36,4,0,0.2,9,Email,North,24,10821.08,5476.03,341501.53,Late,1
BRW-00991,31,Unemployed,45328.33,680,459529.16,10.01,48,63,8,0.42,0,Phone,North,101,11657.05,11832.11,152291.49,Late,1
BRW-00992,61,Unemployed,49754.28,386,210126.55,18.29,12,67,12,0.3,0,Email,North,40,19293.41,15918.39,167646.3,Late,1
BRW-00993,57,Self-Employed,57150.41,760,124149.19,8.37,60,40,9,0.26,8,SMS,South,105,2539.34,2656.05,25442.7,Late,1
BRW-00994,34,Retired,34127.08,710,434910.41,7.84,6,69,7,0.33,9,SMS,North,98,74151.55,4201.04,129727.47,Late,1
BRW-00995,50,Employed,45810.77,824,89192.16,9.45,6,152,0,0.13,9,Email,East,47,15277.76,17521.01,49491.77,Defaulted,1
BRW-00996,55,Employed,46883.23,746,319423.27,23.17,48,79,12,0.2,2,Phone,North,20,10267.76,950.43,234217.35,Late,1
BRW-00997,41,Self-Employed,30659.12,599,462394.11,22.47,48,191,9,0.17,8,SMS,West,16,14686.47,12707.89,189978.75,Defaulted,1
BRW-00998,57,Self-Employed,79764.55,707,340454.39,8.93,36,35,5,0.12,9,Phone,North,58,10815.27,2688.76,301618.74,Late,1
BRW-00999,25,Self-Employed,23890.6,674,105883.73,12.52,48,44,9,0.58,10,SMS,West,49,2815.43,2840.81,100184.57,Late,1
BRW-01000,39,Employed,25528.44,532,84619.14,23.13,12,18,11,0.29,9,SMS,West,42,7965.97,8243.46,17796.13,Late,0
BRW-01001,34,Self-Employed,64713.4,348,133629.71,9.11,36,245,11,0.6,0,Phone,Central,12,4256.23,2815.49,99782.58,Defaulted,0
BRW-01002,46,Employed,55698.99,485,201789.35,9.06,36,3,3,0.15,6,Email,South,41,6422.48,3104.91,44135.22,Late,0
BRW-01003,24,Employed,29610.53,504,87987.93,8.92,36,26,10,0.31,4,Email,West,58,2794.72,2660.7,35783.72,Late,1
BRW-01004,45,Self-Employed,54109.34,377,400928.89,23.61,6,21,1,0.19,3,Email,West,60,71497.67,74989.45,335819.9,Late,1
BRW-01005,65,Self-Employed,67017.76,780,184947.32,19.76,60,29,2,0.13,10,Email,East,24,4875.31,4319.09,74481.53,Late,1
BRW-01006,62,Employed,44546.05,685,468682.5,11.04,60,148,11,0.23,4,Phone,North,13,10199.65,11100.28,429621.42,Defaulted,0
BRW-01007,45,Employed,83982.34,493,422820.52,8.26,6,27,12,0.28,0,WhatsApp,South,34,72177.53,54265.8,198863.0,Late,0
BRW-01008,38,Employed,19139.07,402,455320.95,23.43,36,147,11,0.73,9,Phone,South,61,17727.55,14262.99,172483.21,Defaulted,0
BRW-01009,60,Employed,55407.35,675,154301.43,14.52,12,32,8,0.3,6,WhatsApp,Central,27,13892.06,9533.21,152790.99,Late,1
BRW-01010,28,Unemployed,62497.93,586,291128.46,17.37,24,114,4,0.54,10,SMS,West,102,14445.86,8462.31,144793.61,Defaulted,0
BRW-01011,59,Retired,58370.16,781,167510.26,12.11,36,44,6,0.43,1,SMS,West,85,5572.54,4379.08,128456.98,Late,0
BRW-01012,60,Employed,41934.66,549,135904.77,20.01,48,22,12,0.05,8,WhatsApp,East,117,4136.36,2785.37,86912.13,Late,0
BRW-01013,34,Unemployed,40643.38,500,307472.52,10.75,60,35,1,0.41,4,SMS,South,67,6646.93,5832.6,86780.15,Late,1
BRW-01014,52,Unemployed,51662.18,835,410817.74,20.48,24,33,7,0.42,4,Phone,North,113,21005.36,23548.72,226065.36,Late,1
BRW-01015,58,Unemployed,57236.32,760,55862.93,11.3,6,18,2,0.65,2,WhatsApp,Central,14,9619.74,4306.34,9478.65,Late,0
BRW-01016,53,Employed,54037.1,599,145126.69,9.12,6,20,0,0.56,9,SMS,Central,107,24835.24,12253.76,107084.74,Late,1
BRW-01017,43,Retired,60600.87,777,110515.75,15.4,24,12,12,0.25,1,Phone,Central,102,5379.57,97.05,62667.67,Late,1
BRW-01018,35,Employed,29716.95,382,401191.58,20.92,60,24,7,0.2,7,WhatsApp,Central,118,10835.53,6852.84,84305.7,Late,0
BRW-01019,53,Employed,41583.44,757,467352.32,13.85,60,58,10,0.28,8,Phone,South,101,10838.16,1708.97,369247.39,Late,0
BRW-01020,45,Employed,30899.76,597,49171.93,7.98,48,29,10,0.39,2,WhatsApp,West,41,1199.97,1031.02,40522.86,Late,1
BRW-01021,37,Employed,39208.31,663,195814.57,16.63,6,74,8,0.16,10,Phone,South,106,34236.89,32028.76,148906.55,Late,1
BRW-01022,53,Employed,60228.31,339,458109.43,18.73,6,250,7,0.51,7,SMS,North,108,80576.42,69883.02,181480.69,Defaulted,1
BRW-01023,22,Employed,46619.76,639,178872.73,19.72,36,28,0,0.6,5,WhatsApp,Central,57,6622.06,4343.89,134306.85,Late,0
BRW-01024,34,Employed,84102.89,815,359204.1,14.13,12,37,11,0.09,10,WhatsApp,South,30,32273.88,20689.52,222684.32,Late,1
BRW-01025,60,Unemployed,47901.1,407,59326.53,9.1,48,10,6,0.18,8,Email,North,45,1479.16,1147.63,34972.49,Late,0
BRW-01026,60,Unemployed,45895.38,615,227749.89,17.14,36,29,6,0.06,9,Phone,East,74,8135.78,5415.51,155751.01,Late,1
BRW-01027,59,Employed,46592.74,413,256617.38,12.94,12,77,3,0.17,3,SMS,Central,1,22913.14,20629.82,171184.29,Late,0
BRW-01028,26,Unemployed,35432.87,466,381255.4,23.12,6,14,12,0.35,2,WhatsApp,West,103,67895.58,72881.38,312336.24,Late,0
BRW-01029,26,Unemployed,44132.45,560,151524.08,15.79,12,12,12,0.2,6,SMS,West,92,13732.86,8835.11,149612.77,Late,1
BRW-01030,23,Unemployed,61916.82,523,139452.4,15.29,6,28,12,0.3,0,Email,West,118,24289.5,3216.17,105098.26,Late,1
BRW-01031,27,Employed,46709.56,561,158454.16,12.6,60,101,11,0.04,2,WhatsApp,North,109,3572.96,561.81,78846.07,Defaulted,0
BRW-01032,28,Self-Employed,33098.1,550,282291.29,13.09,36,58,7,0.15,6,WhatsApp,South,83,9523.75,4296.18,145521.5,Late,0
BRW-01033,62,Retired,31123.73,825,439242.16,15.96,6,186,4,0.08,6,Phone,Central,94,76652.33,45650.39,55498.95,Defaulted,1
BRW-01034,35,Self-Employed,38246.97,425,417161.28,12.56,12,139,12,0.09,8,WhatsApp,Central,84,37173.65,10039.13,101752.09,Defaulted,1
BRW-01035,49,Employed,46107.95,505,38393.37,22.22,36,9,11,0.34,9,Phone,Central,52,1470.63,798.99,11723.5,Late,0
BRW-01036,53,Self-Employed,62903.8,439,440688.0,14.74,12,2,3,0.29,8,SMS,Central,20,39721.71,6469.9,436850.98,Late,1
BRW-01037,50,Self-Employed,24892.67,361,56603.59,12.32,12,30,12,0.41,10,Phone,East,23,5037.64,1455.86,44535.07,Late,0
BRW-01038,59,Self-Employed,40202.61,582,213520.55,10.06,24,44,4,0.37,10,Email,Central,95,9858.8,8683.15,48552.54,Late,1
BRW-01039,47,Employed,47164.65,353,385048.18,18.59,6,43,10,0.41,6,Phone,East,96,67698.87,80066.4,211212.31,Late,0
BRW-01040,56,Employed,17494.41,645,49940.41,7.93,6,8,1,0.15,10,SMS,South,111,8516.97,1903.06,14591.59,Late,0
BRW-01041,49,Unemployed,32496.03,823,29795.84,14.92,12,7,3,0.41,2,Phone,West,116,2688.2,1093.87,10960.47,Late,1
BRW-01042,58,Unemployed,34801.67,435,171697.94,16.58,60,2,9,0.19,2,WhatsApp,East,90,4228.46,1779.44,110594.35,Late,1
BRW-01043,53,Employed,33060.44,629,367663.55,13.11,6,113,7,0.46,4,Phone,West,78,63641.56,17055.38,234986.3,Defaulted,1
BRW-01044,57,Retired,47878.34,443,265660.65,19.87,48,174,6,0.46,8,WhatsApp,West,6,8065.76,1975.05,235010.04,Defaulted,1
BRW-01045,47,Employed,42591.61,735,214330.92,18.65,60,7,11,0.18,0,WhatsApp,North,33,5518.67,872.13,53180.29,Late,0
BRW-01046,53,Self-Employed,36670.71,581,408405.93,23.53,60,14,7,0.39,0,WhatsApp,East,8,11637.86,12673.83,223668.25,Late,0
BRW-01047,24,Unemployed,51419.44,435,385687.54,15.89,60,5,6,0.38,8,Phone,Central,63,9356.64,7291.13,246434.7,Late,1
BRW-01048,42,Unemployed,70846.12,788,395161.17,16.37,6,124,6,0.09,6,WhatsApp,North,4,69040.25,24064.78,370433.0,Defaulted,0
BRW-01049,22,Retired,69588.85,700,235266.14,11.56,60,187,10,0.12,10,Phone,Central,13,5181.21,1604.69,132873.85,Defaulted,1
BRW-01050,30,Employed,16158.42,748,19530.13,13.86,60,18,6,0.12,3,SMS,West,35,453.02,320.59,7940.87,Late,0
BRW-01051,25,Unemployed,53656.08,569,94347.12,7.94,36,21,1,0.32,0,WhatsApp,North,93,2953.89,2471.42,34240.91,Late,1
BRW-01052,30,Employed,42329.65,316,373237.21,18.87,6,26,2,0.15,5,SMS,Central,89,65674.38,19939.42,109914.33,Late,1
BRW-01053,53,Self-Employed,47327.33,568,379055.0,12.64,60,41,0,0.07,8,Phone,Central,34,8554.97,3563.96,366216.76,Late,0
BRW-01054,58,Self-Employed,39025.75,781,486426.32,16.42,48,68,1,0.29,5,WhatsApp,South,56,13890.31,4844.03,312599.19,Late,1
BRW-01055,33,Self-Employed,46763.83,518,103191.4,11.71,60,41,9,0.38,4,SMS,North,11,2280.34,240.01,38508.03,Late,0
BRW-01056,51,Employed,47271.11,618,70234.13,17.75,12,178,5,0.13,0,SMS,North,38,6430.71,2982.78,54122.56,Defaulted,1
BRW-01057,56,Unemployed,36315.72,537,78006.92,14.89,6,6,1,0.35,8,WhatsApp,West,93,13571.58,8690.34,28109.59,Late,1
BRW-01058,65,Employed,31554.49,844,100546.18,15.45,36,95,0,0.31,8,SMS,West,45,3507.66,2758.56,55647.68,Defaulted,1
BRW-01059,44,Employed,38269.56,584,268949.49,23.05,48,24,7,0.39,0,Phone,North,86,8627.6,4314.52,33182.62,Late,0
BRW-01060,35,Self-Employed,48513.89,336,487853.62,19.15,24,28,8,0.52,3,WhatsApp,South,58,24627.59,29061.64,420487.52,Late,1
BRW-01061,49,Employed,53984.95,402,298821.43,11.82,12,73,6,0.07,0,WhatsApp,South,118,26524.77,19920.24,287136.55,Late,0
BRW-01062,28,Unemployed,57800.23,729,266117.15,15.81,12,157,2,0.26,9,WhatsApp,West,34,24121.12,25662.5,233964.82,Defaulted,1
BRW-01063,25,Employed,37587.15,538,339944.55,15.2,12,75,0,0.19,3,WhatsApp,East,110,30714.91,33761.38,86346.71,Late,0
BRW-01064,49,Employed,49257.67,424,46225.89,20.62,48,89,3,0.02,6,Phone,Central,75,1421.99,1401.63,38956.6,Late,1
BRW-01065,24,Unemployed,59437.54,487,409523.53,21.25,6,82,12,0.67,7,Phone,West,92,72546.11,23503.68,168849.15,Late,1
BRW-01066,32,Self-Employed,62483.92,555,326970.98,12.18,6,23,9,0.12,2,Phone,South,119,56447.4,29213.37,308220.34,Late,0
BRW-01067,65,Employed,44117.51,829,93883.92,21.05,60,84,10,0.22,2,WhatsApp,North,72,2542.52,1.18,34659.14,Late,1
BRW-01068,22,Self-Employed,41686.02,691,319050.56,10.46,60,91,2,0.14,9,Email,South,24,6851.32,3711.28,57576.09,Defaulted,1
BRW-01069,47,Self-Employed,47866.86,767,302141.9,20.09,6,45,10,0.17,4,Phone,North,74,53348.51,18805.52,262146.9,Late,1
BRW-01070,51,Self-Employed,27754.39,552,41777.96,11.6,60,46,2,0.48,10,WhatsApp,West,79,920.91,123.66,8563.72,Late,0
BRW-01071,56,Employed,42095.86,475,140796.78,12.42,6,85,1,0.23,5,WhatsApp,Central,63,24323.48,24476.85,82688.76,Late,1
BRW-01072,56,Unemployed,56168.8,765,201561.4,21.57,12,101,10,0.49,2,WhatsApp,Central,109,18823.33,15211.82,88355.07,Defaulted,1
BRW-01073,46,Unemployed,54629.21,588,129995.38,14.43,24,24,9,0.29,5,Phone,West,103,6267.89,7514.73,101548.34,Late,1
BRW-01074,63,Self-Employed,40945.99,349,129149.23,23.84,12,96,2,0.11,9,Phone,Central,39,12202.3,7297.78,99962.74,Defaulted,1
BRW-01075,47,Employed,48265.77,303,290744.75,10.01,60,100,10,0.49,6,Email,Central,21,6178.9,2452.08,232166.59,Defaulted,0
BRW-01076,25,Unemployed,32630.24,799,240720.92,15.15,24,15,4,0.71,5,Phone,East,100,11688.91,3700.4,37782.09,Late,0
BRW-01077,40,Self-Employed,55552.38,522,336973.17,19.59,24,75,3,0.39,5,Email,East,36,17083.1,8924.78,294021.83,Late,1
BRW-01078,31,Self-Employed,43832.68,561,478639.47,7.59,6,12,0,0.54,1,Email,East,114,81548.5,30323.53,248747.39,Late,0
BRW-01079,30,Employed,40860.73,834,333672.46,10.01,36,5,0,0.1,10,Phone,North,48,10768.24,12802.47,99189.4,Late,1
BRW-01080,60,Unemployed,39574.14,675,295227.01,7.84,48,51,0,0.16,3,WhatsApp,East,84,7185.2,1576.09,108940.61,Late,1
BRW-01081,58,Self-Employed,44056.59,360,425304.15,23.88,36,142,11,0.2,0,Phone,West,119,16659.11,382.42,388076.46,Defaulted,1
BRW-01082,26,Employed,38281.84,655,319715.82,20.05,24,2,9,0.04,9,Email,East,13,16280.0,2539.67,33696.07,Late,0
BRW-01083,28,Employed,54872.15,323,91125.02,13.66,36,104,8,0.1,4,WhatsApp,West,2,3099.41,3315.87,74863.75,Defaulted,0
BRW-01084,43,Unemployed,39070.75,592,164226.86,10.08,60,42,8,0.57,9,SMS,East,111,3495.8,2910.96,152983.33,Late,1
BRW-01085,46,Employed,68894.46,655,369346.54,8.99,24,117,8,0.44,2,Email,Central,27,16871.81,15872.44,120055.81,Defaulted,1
BRW-01086,63,Retired,66978.16,328,371807.37,16.28,12,110,9,0.41,2,WhatsApp,East,7,33783.69,12992.05,312244.67,Defaulted,0
BRW-01087,32,Self-Employed,31626.85,656,493634.29,23.6,60,123,3,0.49,3,Email,West,105,14086.48,10526.04,120930.99,Defaulted,1
BRW-01088,46,Self-Employed,46045.56,664,317217.69,18.63,12,87,3,0.2,8,Phone,West,90,29177.71,24785.83,36354.0,Late,1
BRW-01089,33,Employed,35240.15,708,450777.14,13.52,60,110,9,0.07,10,WhatsApp,West,94,10376.96,4064.65,290353.17,Defaulted,0
BRW-01090,60,Employed,40100.29,565,36744.35,15.76,6,11,6,0.06,5,Phone,East,19,6408.62,5571.87,25044.31,Late,0
BRW-01091,38,Retired,75036.41,590,287448.95,23.98,60,21,12,0.26,9,WhatsApp,North,40,8265.98,6245.7,67587.32,Late,0
BRW-01092,45,Employed,40386.43,452,460725.53,16.06,48,16,2,0.28,10,SMS,West,21,13071.25,4646.59,258568.75,Late,1
BRW-01093,53,Unemployed,50403.39,518,150749.68,23.41,12,80,9,0.26,7,Email,North,58,14211.82,901.41,67376.44,Late,1
BRW-01094,60,Employed,53119.82,472,85889.54,7.77,60,9,2,0.09,10,WhatsApp,East,26,1732.09,494.4,14483.75,Late,1
BRW-01095,63,Employed,29990.56,311,181749.98,19.4,48,12,3,0.21,4,Email,North,74,5472.78,4068.7,101228.93,Late,1
BRW-01096,32,Employed,32173.57,815,398195.72,17.85,6,125,10,0.26,5,SMS,North,36,69863.64,50220.55,249518.57,Defaulted,0
BRW-01097,64,Self-Employed,26909.66,661,51503.4,18.81,60,73,5,0.17,2,WhatsApp,West,44,1330.65,810.6,15216.93,Late,0
BRW-01098,56,Retired,31710.44,776,304165.94,16.91,48,123,0,0.07,10,WhatsApp,East,64,8762.56,2644.28,232930.79,Defaulted,1
BRW-01099,24,Employed,8000.0,381,76459.49,8.23,60,8,10,0.24,10,SMS,West,27,1558.75,831.51,12641.91,Late,0
BRW-01100,25,Employed,53168.74,639,223410.9,9.97,12,30,2,0.18,10,Email,Central,8,19638.25,3394.52,133129.59,Late,1
BRW-01101,57,Employed,75812.91,740,483328.73,22.72,12,19,11,0.2,6,Email,South,90,45404.5,36090.2,180306.36,Late,0
BRW-01102,28,Self-Employed,47217.31,525,105620.69,11.34,36,0,4,0.18,10,SMS,North,1,3474.92,3624.31,52014.57,Current,0
BRW-01103,62,Employed,23755.97,670,26668.11,23.88,36,20,10,0.18,10,Phone,East,23,1044.59,581.23,24111.34,Late,1
BRW-01104,48,Unemployed,35358.35,327,219329.64,18.71,60,28,3,0.41,8,Email,North,73,5654.59,1445.3,154179.71,Late,0
