borrower_id,default_probability,repayment_probability,risk_tier,priority_score
BRW-08764,0.0624,0.9376,Low Risk,0.0
BRW-08765,0.0964,0.9036,Low Risk,0.76
BRW-08766,0.5127,0.4873,Medium Risk,9.97
BRW-08767,0.1737,0.8263,Low Risk,22.13
BRW-08768,0.2806,0.7194,Low Risk,44.1
BRW-08769,0.7973,0.2027,High Risk,62.94
BRW-08770,0.1857,0.8143,Low Risk,22.15
BRW-08771,0.1394,0.8606,Low Risk,0.0
BRW-08772,0.0513,0.9487,Low Risk,0.0
BRW-08773,0.9064,0.0936,Very High Risk,93.61
BRW-08774,0.1505,0.8495,Low Risk,14.41
BRW-08775,0.1268,0.8732,Low Risk,0.0
BRW-08776,0.0317,0.9683,Low Risk,0.0
BRW-08777,0.0439,0.9561,Low Risk,0.0
BRW-08778,0.0674,0.9326,Low Risk,0.0
BRW-08779,0.0973,0.9027,Low Risk,0.0
BRW-08780,0.12,0.88,Low Risk,0.0
BRW-08781,0.5848,0.4152,Medium Risk,54.69
BRW-08782,0.3986,0.6014,Medium Risk,0.0
BRW-08783,0.0573,0.9427,Low Risk,0.0
BRW-08784,0.1917,0.8083,Low Risk,10.34
BRW-08785,0.1104,0.8896,Low Risk,13.0
BRW-08786,0.0437,0.9563,Low Risk,0.0
BRW-08787,0.0797,0.9203,Low Risk,0.0
BRW-08788,0.0357,0.9643,Low Risk,0.0
BRW-08789,0.7274,0.2726,High Risk,72.57
BRW-08790,0.0514,0.9486,Low Risk,1.01
BRW-08791,0.1126,0.8874,Low Risk,0.0
BRW-08792,0.1418,0.8582,Low Risk,17.84
BRW-08793,0.1432,0.8568,Low Risk,25.83
BRW-08794,0.1287,0.8713,Low Risk,0.0
BRW-08795,0.2434,0.7566,Low Risk,0.0
BRW-08796,0.1528,0.8472,Low Risk,0.0
BRW-08797,0.0538,0.9462,Low Risk,0.0
BRW-08798,0.8432,0.1568,Very High Risk,83.79
BRW-08799,0.0975,0.9025,Low Risk,2.43
BRW-08800,0.0616,0.9384,Low Risk,0.0
BRW-08801,0.1894,0.8106,Low Risk,0.0
BRW-08802,0.4828,0.5172,Medium Risk,18.24
BRW-08803,0.3769,0.6231,Medium Risk,69.34
BRW-08804,0.3004,0.6996,Medium Risk,48.21
BRW-08805,0.1541,0.8459,Low Risk,0.0
BRW-08806,0.1645,0.8355,Low Risk,0.0
BRW-08807,0.1666,0.8334,Low Risk,1.76
BRW-08808,0.1066,0.8934,Low Risk,0.0
BRW-08809,0.467,0.533,Medium Risk,23.07
BRW-08810,0.1667,0.8333,Low Risk,19.2
BRW-08811,0.4227,0.5773,Medium Risk,0.0
BRW-08812,0.43,0.57,Medium Risk,20.32
BRW-08813,0.1921,0.8079,Low Risk,0.0
BRW-08814,0.082,0.918,Low Risk,0.0
BRW-08815,0.3789,0.6211,Medium Risk,33.76
BRW-08816,0.4876,0.5124,Medium Risk,51.5
BRW-08817,0.0848,0.9152,Low Risk,0.0
BRW-08818,0.2347,0.7653,Low Risk,0.0
BRW-08819,0.0419,0.9581,Low Risk,0.0
BRW-08820,0.1507,0.8493,Low Risk,27.77
BRW-08821,0.407,0.593,Medium Risk,10.15
BRW-08822,0.6663,0.3337,High Risk,82.71
BRW-08823,0.1321,0.8679,Low Risk,7.63
BRW-08824,0.0769,0.9231,Low Risk,0.0
BRW-08825,0.2894,0.7106,Low Risk,0.0
BRW-08826,0.1219,0.8781,Low Risk,21.89
BRW-08827,0.0969,0.9031,Low Risk,0.0
BRW-08828,0.1102,0.8898,Low Risk,19.54
BRW-08829,0.1193,0.8807,Low Risk,0.0
BRW-08830,0.0899,0.9101,Low Risk,0.0
BRW-08831,0.4107,0.5893,Medium Risk,25.04
BRW-08832,0.5519,0.4481,Medium Risk,63.98
BRW-08833,0.0701,0.9299,Low Risk,4.3
BRW-08834,0.5023,0.4977,Medium Risk,59.31
BRW-08835,0.1023,0.8977,Low Risk,0.0
BRW-08836,0.1532,0.8468,Low Risk,0.0
BRW-08837,0.0566,0.9434,Low Risk,0.0
BRW-08838,0.05,0.95,Low Risk,0.0
BRW-08839,0.1961,0.8039,Low Risk,2.9
BRW-08840,0.1189,0.8811,Low Risk,19.23
BRW-08841,0.2304,0.7696,Low Risk,0.0
BRW-08842,0.0997,0.9003,Low Risk,0.0
BRW-08843,0.1649,0.8351,Low Risk,12.75
BRW-08844,0.345,0.655,Medium Risk,57.95
BRW-08845,0.2031,0.7969,Low Risk,3.93
BRW-08846,0.0973,0.9027,Low Risk,0.0
BRW-08847,0.8256,0.1744,Very High Risk,42.95
BRW-08848,0.1186,0.8814,Low Risk,0.0
BRW-08849,0.1166,0.8834,Low Risk,19.17
BRW-08850,0.0785,0.9215,Low Risk,3.27
BRW-08851,0.1704,0.8296,Low Risk,21.06
BRW-08852,0.1153,0.8847,Low Risk,0.0
BRW-08853,0.1445,0.8555,Low Risk,20.72
BRW-08854,0.1389,0.8611,Low Risk,27.85
BRW-08855,0.1394,0.8606,Low Risk,16.01
BRW-08856,0.0984,0.9016,Low Risk,26.16
BRW-08857,0.7241,0.2759,High Risk,66.62
BRW-08858,0.6879,0.3121,High Risk,31.44
BRW-08859,0.3187,0.6813,Medium Risk,0.0
BRW-08860,0.1868,0.8132,Low Risk,0.0
BRW-08861,0.1382,0.8618,Low Risk,15.49
BRW-08862,0.0826,0.9174,Low Risk,0.0
BRW-08863,0.1322,0.8678,Low Risk,0.0
BRW-08864,0.0905,0.9095,Low Risk,0.0
BRW-08865,0.6044,0.3956,High Risk,62.34
BRW-08866,0.402,0.598,Medium Risk,0.0
BRW-08867,0.0843,0.9157,Low Risk,0.0
BRW-08868,0.7745,0.2255,High Risk,67.47
BRW-08869,0.2213,0.7787,Low Risk,19.78
BRW-08870,0.2344,0.7656,Low Risk,0.0
BRW-08871,0.0762,0.9238,Low Risk,10.68
BRW-08872,0.3559,0.6441,Medium Risk,0.0
BRW-08873,0.0362,0.9638,Low Risk,0.0
BRW-08874,0.0467,0.9533,Low Risk,0.0
BRW-08875,0.1171,0.8829,Low Risk,0.0
BRW-08876,0.1447,0.8553,Low Risk,0.0
BRW-08877,0.1338,0.8662,Low Risk,0.0
BRW-08878,0.7233,0.2767,High Risk,40.92
BRW-08879,0.0782,0.9218,Low Risk,0.0
BRW-08880,0.1664,0.8336,Low Risk,28.0
BRW-08881,0.1462,0.8538,Low Risk,13.12
BRW-08882,0.1368,0.8632,Low Risk,0.0
BRW-08883,0.0775,0.9225,Low Risk,10.63
BRW-08884,0.5867,0.4133,Medium Risk,33.77
BRW-08885,0.1317,0.8683,Low Risk,0.0
BRW-08886,0.0854,0.9146,Low Risk,0.0
BRW-08887,0.57,0.43,Medium Risk,68.82
BRW-08888,0.1338,0.8662,Low Risk,0.0
BRW-08889,0.3187,0.6813,Medium Risk,0.0
BRW-08890,0.0844,0.9156,Low Risk,0.0
BRW-08891,0.0516,0.9484,Low Risk,0.0
BRW-08892,0.1866,0.8134,Low Risk,0.0
BRW-08893,0.0911,0.9089,Low Risk,12.71
BRW-08894,0.1013,0.8987,Low Risk,0.0
BRW-08895,0.1078,0.8922,Low Risk,19.59
BRW-08896,0.153,0.847,Low Risk,0.0
BRW-08897,0.118,0.882,Low Risk,23.84
BRW-08898,0.3548,0.6452,Medium Risk,47.68
BRW-08899,0.6295,0.3705,High Risk,71.39
BRW-08900,0.0521,0.9479,Low Risk,0.0
BRW-08901,0.1696,0.8304,Low Risk,0.0
BRW-08902,0.0954,0.9046,Low Risk,0.0
BRW-08903,0.0702,0.9298,Low Risk,0.0
BRW-08904,0.0369,0.9631,Low Risk,0.0
BRW-08905,0.0999,0.9001,Low Risk,22.06
BRW-08906,0.6134,0.3866,High Risk,78.24
BRW-08907,0.0604,0.9396,Low Risk,0.0
BRW-08908,0.1465,0.8535,Low Risk,19.96
BRW-08909,0.1574,0.8426,Low Risk,0.0
BRW-08910,0.1076,0.8924,Low Risk,0.0
BRW-08911,0.3685,0.6315,Medium Risk,70.8
BRW-08912,0.1171,0.8829,Low Risk,7.51
BRW-08913,0.1542,0.8458,Low Risk,0.0
BRW-08914,0.1353,0.8647,Low Risk,0.0
BRW-08915,0.0461,0.9539,Low Risk,0.0
BRW-08916,0.1243,0.8757,Low Risk,15.46
BRW-08917,0.1128,0.8872,Low Risk,0.0
BRW-08918,0.1968,0.8032,Low Risk,22.71
BRW-08919,0.0557,0.9443,Low Risk,0.0
BRW-08920,0.8,0.2,Very High Risk,48.21
BRW-08921,0.1294,0.8706,Low Risk,2.74
BRW-08922,0.0785,0.9215,Low Risk,0.0
BRW-08923,0.0398,0.9602,Low Risk,0.0
BRW-08924,0.0446,0.9554,Low Risk,0.0
BRW-08925,0.0563,0.9437,Low Risk,0.0
BRW-08926,0.5774,0.4226,Medium Risk,56.52
BRW-08927,0.1171,0.8829,Low Risk,21.0
BRW-08928,0.1095,0.8905,Low Risk,0.0
BRW-08929,0.0777,0.9223,Low Risk,0.0
BRW-08930,0.7952,0.2048,High Risk,83.79
BRW-08931,0.0817,0.9183,Low Risk,25.69
BRW-08932,0.1214,0.8786,Low Risk,0.0
BRW-08933,0.4694,0.5306,Medium Risk,73.4
BRW-08934,0.0651,0.9349,Low Risk,0.0
BRW-08935,0.1397,0.8603,Low Risk,0.0
BRW-08936,0.0744,0.9256,Low Risk,0.0
BRW-08937,0.5518,0.4482,Medium Risk,43.49
BRW-08938,0.7513,0.2487,High Risk,31.72
BRW-08939,0.0821,0.9179,Low Risk,0.0
BRW-08940,0.0641,0.9359,Low Risk,0.0
BRW-08941,0.0829,0.9171,Low Risk,22.1
BRW-08942,0.0495,0.9505,Low Risk,0.0
BRW-08943,0.1572,0.8428,Low Risk,21.12
BRW-08944,0.0552,0.9448,Low Risk,0.0
BRW-08945,0.7783,0.2217,High Risk,82.69
BRW-08946,0.151,0.849,Low Risk,12.18
BRW-08947,0.2209,0.7791,Low Risk,0.0
BRW-08948,0.3189,0.6811,Medium Risk,0.0
BRW-08949,0.1919,0.8081,Low Risk,5.12
BRW-08950,0.0838,0.9162,Low Risk,0.0
BRW-08951,0.0472,0.9528,Low Risk,0.0
BRW-08952,0.3746,0.6254,Medium Risk,0.0
BRW-08953,0.062,0.938,Low Risk,0.0
BRW-08954,0.7143,0.2857,High Risk,56.31
BRW-08955,0.0637,0.9363,Low Risk,0.0
BRW-08956,0.116,0.884,Low Risk,21.85
BRW-08957,0.0659,0.9341,Low Risk,0.0
BRW-08958,0.0819,0.9181,Low Risk,0.0
BRW-08959,0.0467,0.9533,Low Risk,0.0
BRW-08960,0.3318,0.6682,Medium Risk,0.0
BRW-08961,0.1561,0.8439,Low Risk,0.0
BRW-08962,0.0341,0.9659,Low Risk,0.0
BRW-08963,0.0947,0.9053,Low Risk,16.52
BRW-08964,0.0468,0.9532,Low Risk,0.0
BRW-08965,0.0956,0.9044,Low Risk,3.4
BRW-08966,0.376,0.624,Medium Risk,8.16
BRW-08967,0.6373,0.3627,High Risk,85.19
BRW-08968,0.0392,0.9608,Low Risk,0.0
BRW-08969,0.1283,0.8717,Low Risk,0.0
BRW-08970,0.0514,0.9486,Low Risk,0.0
BRW-08971,0.0623,0.9377,Low Risk,18.04
BRW-08972,0.408,0.592,Medium Risk,33.81
BRW-08973,0.2265,0.7735,Low Risk,12.96
BRW-08974,0.6264,0.3736,High Risk,72.87
BRW-08975,0.7142,0.2858,High Risk,52.87
BRW-08976,0.091,0.909,Low Risk,0.0
BRW-08977,0.1055,0.8945,Low Risk,0.0
BRW-08978,0.0447,0.9553,Low Risk,0.0
BRW-08979,0.1148,0.8852,Low Risk,0.0
BRW-08980,0.0651,0.9349,Low Risk,5.34
BRW-08981,0.1239,0.8761,Low Risk,0.0
BRW-08982,0.1556,0.8444,Low Risk,15.35
BRW-08983,0.0521,0.9479,Low Risk,2.25
BRW-08984,0.276,0.724,Low Risk,0.0
BRW-08985,0.4728,0.5272,Medium Risk,6.39
BRW-08986,0.1335,0.8665,Low Risk,23.85
BRW-08987,0.1409,0.8591,Low Risk,0.0
BRW-08988,0.593,0.407,Medium Risk,72.55
BRW-08989,0.5255,0.4745,Medium Risk,26.84
BRW-08990,0.0693,0.9307,Low Risk,0.43
BRW-08991,0.0558,0.9442,Low Risk,0.18
BRW-08992,0.5228,0.4772,Medium Risk,31.13
BRW-08993,0.0669,0.9331,Low Risk,0.0
BRW-08994,0.15,0.85,Low Risk,23.8
BRW-08995,0.2851,0.7149,Low Risk,67.3
BRW-08996,0.2278,0.7722,Low Risk,0.0
BRW-08997,0.1167,0.8833,Low Risk,0.0
BRW-08998,0.1692,0.8308,Low Risk,65.26
BRW-08999,0.4415,0.5585,Medium Risk,26.57
BRW-09000,0.2446,0.7554,Low Risk,3.14
BRW-09001,0.1453,0.8547,Low Risk,0.0
BRW-09002,0.1034,0.8966,Low Risk,0.0
BRW-09003,0.2987,0.7013,Low Risk,47.83
BRW-09004,0.3699,0.6301,Medium Risk,67.52
BRW-09005,0.3498,0.6502,Medium Risk,19.96
BRW-09006,0.1463,0.8537,Low Risk,0.0
BRW-09007,0.5655,0.4345,Medium Risk,81.59
BRW-09008,0.1248,0.8752,Low Risk,0.0
BRW-09009,0.1035,0.8965,Low Risk,0.0
BRW-09010,0.3399,0.6601,Medium Risk,73.36
BRW-09011,0.1407,0.8593,Low Risk,0.0
BRW-09012,0.7375,0.2625,High Risk,65.4
BRW-09013,0.6518,0.3482,High Risk,83.12
BRW-09014,0.1679,0.8321,Low Risk,26.54
BRW-09015,0.1419,0.8581,Low Risk,21.31
BRW-09016,0.0915,0.9085,Low Risk,10.79
BRW-09017,0.5808,0.4192,Medium Risk,50.65
BRW-09018,0.4429,0.5571,Medium Risk,24.63
BRW-09019,0.1012,0.8988,Low Risk,0.0
BRW-09020,0.7261,0.2739,High Risk,86.74
BRW-09021,0.0525,0.9475,Low Risk,0.0
BRW-09022,0.0779,0.9221,Low Risk,0.0
BRW-09023,0.2301,0.7699,Low Risk,0.0
BRW-09024,0.6276,0.3724,High Risk,81.04
BRW-09025,0.0548,0.9452,Low Risk,0.0
BRW-09026,0.1609,0.8391,Low Risk,23.02
BRW-09027,0.1695,0.8305,Low Risk,0.0
BRW-09028,0.0454,0.9546,Low Risk,0.0
BRW-09029,0.2048,0.7952,Low Risk,0.0
BRW-09030,0.3624,0.6376,Medium Risk,66.94
BRW-09031,0.1146,0.8854,Low Risk,23.23
BRW-09032,0.5235,0.4765,Medium Risk,56.57
BRW-09033,0.1159,0.8841,Low Risk,0.0
BRW-09034,0.6847,0.3153,High Risk,63.32
BRW-09035,0.2207,0.7793,Low Risk,8.54
BRW-09036,0.2012,0.7988,Low Risk,0.0
BRW-09037,0.1731,0.8269,Low Risk,20.67
BRW-09038,0.3492,0.6508,Medium Risk,61.19
BRW-09039,0.0665,0.9335,Low Risk,18.88
BRW-09040,0.0605,0.9395,Low Risk,0.0
BRW-09041,0.6914,0.3086,High Risk,75.65
BRW-09042,0.1008,0.8992,Low Risk,0.0
BRW-09043,0.0893,0.9107,Low Risk,0.0
BRW-09044,0.2404,0.7596,Low Risk,0.0
BRW-09045,0.0512,0.9488,Low Risk,0.0
BRW-09046,0.0424,0.9576,Low Risk,0.0
BRW-09047,0.1535,0.8465,Low Risk,16.49
BRW-09048,0.3099,0.6901,Medium Risk,14.2
BRW-09049,0.1327,0.8673,Low Risk,0.0
BRW-09050,0.0808,0.9192,Low Risk,0.0
BRW-09051,0.3339,0.6661,Medium Risk,0.0
BRW-09052,0.157,0.843,Low Risk,27.62
BRW-09053,0.0653,0.9347,Low Risk,0.0
BRW-09054,0.2374,0.7626,Low Risk,0.0
BRW-09055,0.3189,0.6811,Medium Risk,33.51
BRW-09056,0.039,0.961,Low Risk,0.0
BRW-09057,0.1621,0.8379,Low Risk,0.0
BRW-09058,0.1753,0.8247,Low Risk,0.0
BRW-09059,0.1187,0.8813,Low Risk,0.0
BRW-09060,0.0863,0.9137,Low Risk,20.79
BRW-09061,0.1268,0.8732,Low Risk,14.58
BRW-09062,0.6318,0.3682,High Risk,79.71
BRW-09063,0.7823,0.2177,High Risk,78.33
BRW-09064,0.1877,0.8123,Low Risk,26.23
BRW-09065,0.0713,0.9287,Low Risk,13.19
BRW-09066,0.0688,0.9312,Low Risk,7.0
BRW-09067,0.2362,0.7638,Low Risk,15.45
BRW-09068,0.1617,0.8383,Low Risk,0.0
BRW-09069,0.0918,0.9082,Low Risk,18.25
BRW-09070,0.2075,0.7925,Low Risk,27.28
BRW-09071,0.1148,0.8852,Low Risk,22.24
BRW-09072,0.0861,0.9139,Low Risk,23.99
BRW-09073,0.1137,0.8863,Low Risk,11.06
BRW-09074,0.3443,0.6557,Medium Risk,0.0
BRW-09075,0.6412,0.3588,High Risk,78.15
BRW-09076,0.1554,0.8446,Low Risk,0.0
BRW-09077,0.2621,0.7379,Low Risk,0.0
BRW-09078,0.2874,0.7126,Low Risk,0.0
BRW-09079,0.3698,0.6302,Medium Risk,2.69
BRW-09080,0.4401,0.5599,Medium Risk,77.17
BRW-09081,0.2328,0.7672,Low Risk,0.0
BRW-09082,0.186,0.814,Low Risk,27.83
BRW-09083,0.313,0.687,Medium Risk,61.11
BRW-09084,0.0863,0.9137,Low Risk,16.68
BRW-09085,0.7925,0.2075,High Risk,85.66
BRW-09086,0.1851,0.8149,Low Risk,0.0
BRW-09087,0.1407,0.8593,Low Risk,23.18
BRW-09088,0.2299,0.7701,Low Risk,0.0
BRW-09089,0.1331,0.8669,Low Risk,0.0
BRW-09090,0.5209,0.4791,Medium Risk,65.43
BRW-09091,0.0416,0.9584,Low Risk,0.0
BRW-09092,0.2004,0.7996,Low Risk,25.17
BRW-09093,0.1685,0.8315,Low Risk,0.0
BRW-09094,0.6814,0.3186,High Risk,15.83
BRW-09095,0.0991,0.9009,Low Risk,13.12
BRW-09096,0.3529,0.6471,Medium Risk,0.0
BRW-09097,0.0532,0.9468,Low Risk,0.0
BRW-09098,0.1988,0.8012,Low Risk,27.47
BRW-09099,0.8541,0.1459,Very High Risk,58.35
BRW-09100,0.1269,0.8731,Low Risk,19.7
BRW-09101,0.2784,0.7216,Low Risk,30.45
BRW-09102,0.1298,0.8702,Low Risk,17.93
BRW-09103,0.8205,0.1795,Very High Risk,75.72
BRW-09104,0.0617,0.9383,Low Risk,0.0
BRW-09105,0.1019,0.8981,Low Risk,0.0
BRW-09106,0.0792,0.9208,Low Risk,16.18
BRW-09107,0.6893,0.3107,High Risk,9.45
BRW-09108,0.7953,0.2047,High Risk,88.92
BRW-09109,0.1259,0.8741,Low Risk,0.0
BRW-09110,0.0409,0.9591,Low Risk,0.0
BRW-09111,0.7727,0.2273,High Risk,48.12
BRW-09112,0.0777,0.9223,Low Risk,19.28
BRW-09113,0.1554,0.8446,Low Risk,0.0
BRW-09114,0.0659,0.9341,Low Risk,6.25
BRW-09115,0.0832,0.9168,Low Risk,14.69
BRW-09116,0.136,0.864,Low Risk,26.15
BRW-09117,0.0508,0.9492,Low Risk,0.0
BRW-09118,0.0529,0.9471,Low Risk,0.0
BRW-09119,0.527,0.473,Medium Risk,5.39
BRW-09120,0.0922,0.9078,Low Risk,21.39
BRW-09121,0.1288,0.8712,Low Risk,0.0
BRW-09122,0.1299,0.8701,Low Risk,25.22
BRW-09123,0.2742,0.7258,Low Risk,0.0
BRW-09124,0.7678,0.2322,High Risk,67.0
BRW-09125,0.1103,0.8897,Low Risk,0.0
BRW-09126,0.0774,0.9226,Low Risk,0.0
BRW-09127,0.0634,0.9366,Low Risk,0.0
BRW-09128,0.134,0.866,Low Risk,0.0
BRW-09129,0.1278,0.8722,Low Risk,19.44
BRW-09130,0.0531,0.9469,Low Risk,0.0
BRW-09131,0.6861,0.3139,High Risk,54.43
BRW-09132,0.1798,0.8202,Low Risk,0.0
BRW-09133,0.0643,0.9357,Low Risk,8.44
BRW-09134,0.1655,0.8345,Low Risk,0.0
BRW-09135,0.0464,0.9536,Low Risk,0.0
BRW-09136,0.2291,0.7709,Low Risk,42.31
BRW-09137,0.1316,0.8684,Low Risk,0.0
BRW-09138,0.0507,0.9493,Low Risk,0.0
BRW-09139,0.0354,0.9646,Low Risk,0.0
BRW-09140,0.1558,0.8442,Low Risk,38.43
BRW-09141,0.0789,0.9211,Low Risk,0.0
BRW-09142,0.1159,0.8841,Low Risk,0.0
BRW-09143,0.5963,0.4037,Medium Risk,67.19
BRW-09144,0.0902,0.9098,Low Risk,8.23
BRW-09145,0.3783,0.6217,Medium Risk,0.0
BRW-09146,0.0693,0.9307,Low Risk,13.48
BRW-09147,0.7068,0.2932,High Risk,72.29
BRW-09148,0.7283,0.2717,High Risk,29.54
BRW-09149,0.6944,0.3056,High Risk,67.49
BRW-09150,0.0892,0.9108,Low Risk,23.19
BRW-09151,0.0858,0.9142,Low Risk,0.0
BRW-09152,0.5829,0.4171,Medium Risk,21.59
BRW-09153,0.2199,0.7801,Low Risk,0.0
BRW-09154,0.1051,0.8949,Low Risk,37.88
BRW-09155,0.0487,0.9513,Low Risk,0.0
BRW-09156,0.0767,0.9233,Low Risk,0.0
BRW-09157,0.0529,0.9471,Low Risk,0.0
BRW-09158,0.0405,0.9595,Low Risk,0.0
BRW-09159,0.209,0.791,Low Risk,42.9
BRW-09160,0.087,0.913,Low Risk,22.29
BRW-09161,0.1032,0.8968,Low Risk,0.0
BRW-09162,0.0546,0.9454,Low Risk,0.0
BRW-09163,0.1421,0.8579,Low Risk,19.43
BRW-09164,0.1411,0.8589,Low Risk,0.0
BRW-09165,0.8091,0.1909,Very High Risk,89.52
BRW-09166,0.1116,0.8884,Low Risk,17.88
BRW-09167,0.7667,0.2333,High Risk,90.09
BRW-09168,0.5544,0.4456,Medium Risk,15.88
BRW-09169,0.097,0.903,Low Risk,8.93
BRW-09170,0.0807,0.9193,Low Risk,16.57
BRW-09171,0.7885,0.2115,High Risk,68.13
BRW-09172,0.2621,0.7379,Low Risk,61.6
BRW-09173,0.0358,0.9642,Low Risk,0.0
BRW-09174,0.1823,0.8177,Low Risk,23.16
BRW-09175,0.46,0.54,Medium Risk,0.0
BRW-09176,0.0584,0.9416,Low Risk,0.0
BRW-09177,0.1491,0.8509,Low Risk,29.29
BRW-09178,0.1022,0.8978,Low Risk,0.0
BRW-09179,0.141,0.859,Low Risk,19.58
BRW-09180,0.1199,0.8801,Low Risk,0.0
BRW-09181,0.1358,0.8642,Low Risk,19.54
BRW-09182,0.0941,0.9059,Low Risk,19.65
BRW-09183,0.1188,0.8812,Low Risk,11.8
BRW-09184,0.0632,0.9368,Low Risk,0.0
BRW-09185,0.1412,0.8588,Low Risk,14.05
BRW-09186,0.0704,0.9296,Low Risk,0.0
BRW-09187,0.2261,0.7739,Low Risk,0.0
BRW-09188,0.7548,0.2452,High Risk,81.65
BRW-09189,0.321,0.679,Medium Risk,0.0
BRW-09190,0.6234,0.3766,High Risk,65.64
BRW-09191,0.7221,0.2779,High Risk,73.76
BRW-09192,0.482,0.518,Medium Risk,34.01
BRW-09193,0.8254,0.1746,Very High Risk,85.24
BRW-09194,0.445,0.555,Medium Risk,44.11
BRW-09195,0.9293,0.0707,Very High Risk,39.31
BRW-09196,0.2358,0.7642,Low Risk,25.47
BRW-09197,0.136,0.864,Low Risk,0.0
BRW-09198,0.7544,0.2456,High Risk,62.34
BRW-09199,0.0889,0.9111,Low Risk,0.0
BRW-09200,0.0726,0.9274,Low Risk,22.77
BRW-09201,0.1301,0.8699,Low Risk,27.82
BRW-09202,0.1481,0.8519,Low Risk,27.69
BRW-09203,0.0895,0.9105,Low Risk,22.72
BRW-09204,0.1371,0.8629,Low Risk,18.93
BRW-09205,0.0672,0.9328,Low Risk,0.0
BRW-09206,0.1616,0.8384,Low Risk,0.0
BRW-09207,0.0559,0.9441,Low Risk,10.87
BRW-09208,0.1339,0.8661,Low Risk,0.0
BRW-09209,0.1615,0.8385,Low Risk,0.0
BRW-09210,0.0846,0.9154,Low Risk,0.0
BRW-09211,0.2467,0.7533,Low Risk,38.51
BRW-09212,0.1108,0.8892,Low Risk,0.0
BRW-09213,0.293,0.707,Low Risk,69.48
BRW-09214,0.052,0.948,Low Risk,0.0
BRW-09215,0.701,0.299,High Risk,83.97
BRW-09216,0.3249,0.6751,Medium Risk,0.32
BRW-09217,0.2472,0.7528,Low Risk,0.0
BRW-09218,0.4786,0.5214,Medium Risk,45.04
BRW-09219,0.1966,0.8034,Low Risk,0.0
BRW-09220,0.1367,0.8633,Low Risk,0.0
BRW-09221,0.0617,0.9383,Low Risk,0.0
BRW-09222,0.3907,0.6093,Medium Risk,0.0
BRW-09223,0.6256,0.3744,High Risk,69.32
BRW-09224,0.1512,0.8488,Low Risk,0.0
BRW-09225,0.1808,0.8192,Low Risk,0.0
BRW-09226,0.1084,0.8916,Low Risk,0.0
BRW-09227,0.1939,0.8061,Low Risk,0.0
BRW-09228,0.8105,0.1895,Very High Risk,80.54
BRW-09229,0.293,0.707,Low Risk,0.0
BRW-09230,0.0577,0.9423,Low Risk,0.0
BRW-09231,0.3371,0.6629,Medium Risk,0.0
BRW-09232,0.1853,0.8147,Low Risk,0.0
BRW-09233,0.096,0.904,Low Risk,0.0
BRW-09234,0.7,0.3,High Risk,85.99
BRW-09235,0.3316,0.6684,Medium Risk,49.32
BRW-09236,0.1437,0.8563,Low Risk,4.13
BRW-09237,0.1657,0.8343,Low Risk,0.0
BRW-09238,0.1095,0.8905,Low Risk,20.63
BRW-09239,0.0461,0.9539,Low Risk,0.0
BRW-09240,0.1001,0.8999,Low Risk,0.0
BRW-09241,0.1372,0.8628,Low Risk,0.0
BRW-09242,0.1575,0.8425,Low Risk,0.0
BRW-09243,0.0372,0.9628,Low Risk,0.0
BRW-09244,0.0429,0.9571,Low Risk,1.58
BRW-09245,0.169,0.831,Low Risk,0.0
BRW-09246,0.1096,0.8904,Low Risk,0.0
BRW-09247,0.4193,0.5807,Medium Risk,8.31
BRW-09248,0.1246,0.8754,Low Risk,0.0
BRW-09249,0.1037,0.8963,Low Risk,0.0
BRW-09250,0.1008,0.8992,Low Risk,0.0
BRW-09251,0.2713,0.7287,Low Risk,38.82
BRW-09252,0.3707,0.6293,Medium Risk,61.11
BRW-09253,0.0845,0.9155,Low Risk,0.0
BRW-09254,0.1088,0.8912,Low Risk,0.0
BRW-09255,0.0989,0.9011,Low Risk,17.13
BRW-09256,0.2608,0.7392,Low Risk,8.3
BRW-09257,0.5732,0.4268,Medium Risk,41.5
BRW-09258,0.0913,0.9087,Low Risk,0.0
BRW-09259,0.1482,0.8518,Low Risk,18.44
BRW-09260,0.0582,0.9418,Low Risk,0.0
BRW-09261,0.1212,0.8788,Low Risk,22.87
BRW-09262,0.0508,0.9492,Low Risk,0.0
BRW-09263,0.2084,0.7916,Low Risk,0.0
BRW-09264,0.1382,0.8618,Low Risk,23.95
BRW-09265,0.2261,0.7739,Low Risk,41.82
BRW-09266,0.0956,0.9044,Low Risk,0.0
BRW-09267,0.0795,0.9205,Low Risk,0.0
BRW-09268,0.0926,0.9074,Low Risk,0.0
BRW-09269,0.0794,0.9206,Low Risk,0.0
BRW-09270,0.1144,0.8856,Low Risk,0.0
BRW-09271,0.0914,0.9086,Low Risk,9.01
BRW-09272,0.7657,0.2343,High Risk,87.64
BRW-09273,0.8576,0.1424,Very High Risk,71.22
BRW-09274,0.0391,0.9609,Low Risk,0.0
BRW-09275,0.1604,0.8396,Low Risk,0.0
BRW-09276,0.071,0.929,Low Risk,0.0
BRW-09277,0.0682,0.9318,Low Risk,0.0
BRW-09278,0.1493,0.8507,Low Risk,0.0
BRW-09279,0.0756,0.9244,Low Risk,11.88
BRW-09280,0.33,0.67,Medium Risk,2.7
BRW-09281,0.2407,0.7593,Low Risk,25.6
BRW-09282,0.0699,0.9301,Low Risk,0.0
